Probability,Id
0.8139,12238
0.9782,12239
0.9093,12240
0.7155,12241
0.9825,12242
0.9788,12243
0.9275,12244
0.987,12245
0.9808,12246
0.856,12247
0.895,12248
0.982,12249
0.9855,12250
0.847,12251
0.976,12252
0.9517,12253
0.9007,12254
0.9784,12255
0.8777,12256
0.985,12257
0.9753,12258
0.8856,12259
0.988,12260
0.9728,12261
0.69,12262
0.9808,12263
0.9802,12264
0.7027,12265
0.9828,12266
0.8372,12267
0.9724,12268
0.8894,12269
0.8956,12270
0.9781,12271
0.9456,12272
0.82,12273
0.9819,12274
0.8367,12275
0.9536,12276
0.9499,12277
0.9886,12278
0.9468,12279
0.9792,12280
0.8596,12281
0.8342,12282
0.9792,12283
0.9879,12284
0.9816,12285
0.9877,12286
0.5825,12287
0.9831,12288
0.9669,12289
0.9837,12290
0.9699,12291
0.9412,12292
0.9799,12293
0.9637,12294
0.9026,12295
0.979,12296
0.9825,12297
0.7603,12298
0.9817,12299
0.9784,12300
0.9757,12301
0.7744,12302
0.9569,12303
0.9827,12304
0.9711,12305
0.9805,12306
0.979,12307
0.921,12308
0.9668,12309
0.9875,12310
0.9805,12311
0.9243,12312
0.9648,12313
0.9806,12314
0.9622,12315
0.8597,12316
0.985,12317
0.9047,12318
0.983,12319
0.9817,12320
0.9821,12321
0.8682,12322
0.9867,12323
0.946,12324
0.9515,12325
0.9867,12326
0.8895,12327
0.9651,12328
0.9814,12329
0.9878,12330
0.9824,12331
0.9901,12332
0.9171,12333
0.9796,12334
0.9835,12335
0.8606,12336
0.8885,12337
0.985,12338
0.9758,12339
0.9828,12340
0.9354,12341
0.5369,12342
0.9655,12343
0.9907,12344
0.9082,12345
0.9854,12346
0.9872,12347
0.9385,12348
0.9816,12349
0.8983,12350
0.974,12351
0.9859,12352
0.8411,12353
0.9843,12354
0.7896,12355
0.8486,12356
0.9828,12357
0.9863,12358
0.9066,12359
0.981,12360
0.9805,12361
0.9896,12362
0.9801,12363
0.8204,12364
0.8333,12365
0.9805,12366
0.987,12367
0.9859,12368
0.8441,12369
0.5616,12370
0.979,12371
0.9876,12372
0.9855,12373
0.9158,12374
0.8524,12375
0.9799,12376
0.9198,12377
0.979,12378
0.956,12379
0.9516,12380
0.9859,12381
0.8608,12382
0.9445,12383
0.9848,12384
0.9886,12385
0.9871,12386
0.986,12387
0.9572,12388
0.9396,12389
0.9848,12390
0.9893,12391
0.9461,12392
0.9893,12393
0.9369,12394
0.9767,12395
0.9833,12396
0.8965,12397
0.9901,12398
0.5399,12399
0.9636,12400
0.9865,12401
0.982,12402
0.9881,12403
0.9877,12404
0.913,12405
0.9607,12406
0.9753,12407
0.8571,12408
0.9817,12409
0.9295,12410
0.9895,12411
0.9825,12412
0.9727,12413
0.9769,12414
0.884,12415
0.9803,12416
0.9868,12417
0.9099,12418
0.9794,12419
0.9651,12420
0.9792,12421
0.9881,12422
0.5749,12423
0.5777,12424
0.8789,12425
0.9685,12426
0.9874,12427
0.8579,12428
0.9829,12429
0.9783,12430
0.9345,12431
0.9891,12432
0.9785,12433
0.9855,12434
0.9381,12435
0.6772,12436
0.9867,12437
0.9713,12438
0.8296,12439
0.9813,12440
0.986,12441
0.9712,12442
0.9867,12443
0.9389,12444
0.9762,12445
0.9429,12446
0.9141,12447
0.9107,12448
0.9865,12449
0.9082,12450
0.984,12451
0.9027,12452
0.9737,12453
0.9716,12454
0.8963,12455
0.8664,12456
0.9069,12457
0.9808,12458
0.8861,12459
0.9894,12460
0.9629,12461
0.9122,12462
0.9662,12463
0.9798,12464
0.9896,12465
0.9868,12466
0.9744,12467
0.9134,12468
0.9891,12469
0.9857,12470
0.9844,12471
0.9814,12472
0.9832,12473
0.9145,12474
0.9834,12475
0.91,12476
0.988,12477
0.5466,12478
0.9844,12479
0.8817,12480
0.911,12481
0.9829,12482
0.9861,12483
0.9878,12484
0.884,12485
0.71,12486
0.9666,12487
0.9846,12488
0.9025,12489
0.9746,12490
0.9721,12491
0.9723,12492
0.9684,12493
0.979,12494
0.9776,12495
0.9893,12496
0.9758,12497
0.9856,12498
0.9691,12499
0.9796,12500
0.9115,12501
0.9146,12502
0.8729,12503
0.9625,12504
0.9867,12505
0.9647,12506
0.9836,12507
0.934,12508
0.946,12509
0.9696,12510
0.988,12511
0.9714,12512
0.9823,12513
0.9168,12514
0.985,12515
0.8835,12516
0.9587,12517
0.9833,12518
0.9892,12519
0.5482,12520
0.9354,12521
0.9872,12522
0.913,12523
0.7334,12524
0.9714,12525
0.9051,12526
0.9616,12527
0.9856,12528
0.9713,12529
0.9703,12530
0.9747,12531
0.9733,12532
0.9863,12533
0.9836,12534
0.9892,12535
0.8485,12536
0.8914,12537
0.9889,12538
0.9573,12539
0.988,12540
0.9825,12541
0.9672,12542
0.9859,12543
0.8863,12544
0.8556,12545
0.9314,12546
0.8923,12547
0.9306,12548
0.9763,12549
0.8446,12550
0.9765,12551
0.9707,12552
0.9643,12553
0.9379,12554
0.984,12555
0.9488,12556
0.9795,12557
0.9862,12558
0.9355,12559
0.9879,12560
0.9663,12561
0.868,12562
0.9853,12563
0.9801,12564
0.9816,12565
0.9883,12566
0.562,12567
0.9817,12568
0.9882,12569
0.9871,12570
0.8752,12571
0.9883,12572
0.9841,12573
0.9817,12574
0.7204,12575
0.9896,12576
0.9574,12577
0.9778,12578
0.9758,12579
0.9855,12580
0.9837,12581
0.9783,12582
0.9854,12583
0.9848,12584
0.985,12585
0.9557,12586
0.8867,12587
0.9776,12588
0.9556,12589
0.859,12590
0.9773,12591
0.9114,12592
0.9654,12593
0.921,12594
0.9868,12595
0.9721,12596
0.8685,12597
0.9815,12598
0.983,12599
0.8741,12600
0.9777,12601
0.9297,12602
0.9853,12603
0.9828,12604
0.9851,12605
0.8601,12606
0.9892,12607
0.9769,12608
0.986,12609
0.9839,12610
0.9775,12611
0.959,12612
0.9794,12613
0.985,12614
0.9893,12615
0.982,12616
0.9239,12617
0.9872,12618
0.9886,12619
0.9882,12620
0.9859,12621
0.9893,12622
0.9855,12623
0.9847,12624
0.9456,12625
0.9808,12626
0.8463,12627
0.8246,12628
0.9871,12629
0.9891,12630
0.9818,12631
0.9888,12632
0.9691,12633
0.9009,12634
0.962,12635
0.6875,12636
0.8828,12637
0.9848,12638
0.9779,12639
0.9857,12640
0.9415,12641
0.9818,12642
0.986,12643
0.9896,12644
0.9857,12645
0.9893,12646
0.9884,12647
0.9845,12648
0.9834,12649
0.984,12650
0.9854,12651
0.8883,12652
0.868,12653
0.8184,12654
0.9878,12655
0.982,12656
0.9878,12657
0.9837,12658
0.9855,12659
0.8568,12660
0.9855,12661
0.9843,12662
0.989,12663
0.9613,12664
0.9871,12665
0.9874,12666
0.5453,12667
0.9901,12668
0.9082,12669
0.9835,12670
0.9872,12671
0.9714,12672
0.8282,12673
0.9435,12674
0.9877,12675
0.9849,12676
0.9576,12677
0.9845,12678
0.8605,12679
0.9676,12680
0.9484,12681
0.8406,12682
0.8706,12683
0.9606,12684
0.9838,12685
0.9362,12686
0.838,12687
0.8375,12688
0.9845,12689
0.98,12690
0.823,12691
0.9855,12692
0.5743,12693
0.9825,12694
0.9817,12695
0.9379,12696
0.9793,12697
0.9847,12698
0.9637,12699
0.7938,12700
0.9884,12701
0.9712,12702
0.562,12703
0.856,12704
0.9716,12705
0.7639,12706
0.9829,12707
0.9168,12708
0.8352,12709
0.9509,12710
0.7629,12711
0.9113,12712
0.9799,12713
0.9035,12714
0.9379,12715
0.9824,12716
0.8429,12717
0.987,12718
0.986,12719
0.9864,12720
0.8642,12721
0.9804,12722
0.9856,12723
0.9119,12724
0.933,12725
0.9873,12726
0.809,12727
0.8547,12728
0.9521,12729
0.8653,12730
0.9741,12731
0.9841,12732
0.9866,12733
0.9882,12734
0.9006,12735
0.5757,12736
0.8116,12737
0.9777,12738
0.9582,12739
0.9826,12740
0.9477,12741
0.9892,12742
0.9405,12743
0.9591,12744
0.9843,12745
0.945,12746
0.8603,12747
0.9886,12748
0.9867,12749
0.8929,12750
0.9426,12751
0.9797,12752
0.9508,12753
0.9895,12754
0.9816,12755
0.9901,12756
0.8356,12757
0.9515,12758
0.9858,12759
0.9734,12760
0.982,12761
0.8706,12762
0.8914,12763
0.9275,12764
0.9881,12765
0.983,12766
0.9774,12767
0.9185,12768
0.9848,12769
0.6161,12770
0.9901,12771
0.9829,12772
0.986,12773
0.9896,12774
0.9836,12775
0.7697,12776
0.9804,12777
0.8229,12778
0.9853,12779
0.9889,12780
0.9846,12781
0.943,12782
0.9882,12783
0.9351,12784
0.8487,12785
0.7792,12786
0.9842,12787
0.9236,12788
0.6262,12789
0.8044,12790
0.9842,12791
0.9737,12792
0.8342,12793
0.9767,12794
0.9268,12795
0.9605,12796
0.9888,12797
0.9867,12798
0.9825,12799
0.9894,12800
0.9886,12801
0.9838,12802
0.9791,12803
0.9815,12804
0.9543,12805
0.7137,12806
0.8753,12807
0.9761,12808
0.9593,12809
0.9673,12810
0.9081,12811
0.943,12812
0.9866,12813
0.983,12814
0.9761,12815
0.9684,12816
0.9607,12817
0.9829,12818
0.981,12819
0.9748,12820
0.9807,12821
0.9792,12822
0.7667,12823
0.9175,12824
0.9879,12825
0.9891,12826
0.9905,12827
0.9802,12828
0.9807,12829
0.5946,12830
0.8667,12831
0.9581,12832
0.9621,12833
0.8388,12834
0.9862,12835
0.5344,12836
0.9823,12837
0.9235,12838
0.9444,12839
0.9824,12840
0.9814,12841
0.9411,12842
0.9006,12843
0.9893,12844
0.8134,12845
0.8392,12846
0.984,12847
0.979,12848
0.8891,12849
0.9907,12850
0.9031,12851
0.9893,12852
0.9836,12853
0.9842,12854
0.9829,12855
0.9734,12856
0.9784,12857
0.9862,12858
0.9125,12859
0.9676,12860
0.899,12861
0.9322,12862
0.8528,12863
0.9722,12864
0.9334,12865
0.9814,12866
0.5115,12867
0.9872,12868
0.9425,12869
0.9782,12870
0.8675,12871
0.9348,12872
0.9791,12873
0.5053,12874
0.9897,12875
0.8574,12876
0.986,12877
0.9551,12878
0.9039,12879
0.9786,12880
0.9868,12881
0.9896,12882
0.9795,12883
0.9832,12884
0.9902,12885
0.864,12886
0.9653,12887
0.6181,12888
0.9841,12889
0.8846,12890
0.986,12891
0.9678,12892
0.9866,12893
0.9461,12894
0.7842,12895
0.8987,12896
0.9032,12897
0.9896,12898
0.9885,12899
0.9584,12900
0.8208,12901
0.8851,12902
0.9887,12903
0.9371,12904
0.9816,12905
0.8301,12906
0.9882,12907
0.935,12908
0.9693,12909
0.97,12910
0.9866,12911
0.9835,12912
0.9893,12913
0.9561,12914
0.9795,12915
0.9792,12916
0.9536,12917
0.9795,12918
0.9814,12919
0.6875,12920
0.98,12921
0.855,12922
0.5778,12923
0.9123,12924
0.9819,12925
0.9864,12926
0.9436,12927
0.9473,12928
0.9863,12929
0.9262,12930
0.6746,12931
0.9829,12932
0.9413,12933
0.9431,12934
0.9847,12935
0.9171,12936
0.9822,12937
0.9842,12938
0.9867,12939
0.8863,12940
0.9845,12941
0.9787,12942
0.9901,12943
0.987,12944
0.9758,12945
0.9455,12946
0.9813,12947
0.9846,12948
0.9879,12949
0.9849,12950
0.8428,12951
0.9746,12952
0.8479,12953
0.9574,12954
0.9878,12955
0.9804,12956
0.9789,12957
0.9685,12958
0.7823,12959
0.9702,12960
0.9306,12961
0.9877,12962
0.9158,12963
0.9682,12964
0.9191,12965
0.9773,12966
0.9781,12967
0.8823,12968
0.9814,12969
0.9425,12970
0.9866,12971
0.9822,12972
0.9842,12973
0.9836,12974
0.908,12975
0.7107,12976
0.9067,12977
0.9818,12978
0.7947,12979
0.9875,12980
0.9749,12981
0.9869,12982
0.9776,12983
0.9823,12984
0.8243,12985
0.8752,12986
0.9006,12987
0.9506,12988
0.9756,12989
0.9791,12990
0.6185,12991
0.7585,12992
0.9404,12993
0.9616,12994
0.9846,12995
0.945,12996
0.9119,12997
0.8862,12998
0.7131,12999
0.8884,13000
0.9885,13001
0.9852,13002
0.9835,13003
0.981,13004
0.9836,13005
0.9869,13006
0.9874,13007
0.9583,13008
0.9585,13009
0.9795,13010
0.9076,13011
0.9875,13012
0.9845,13013
0.9701,13014
0.9882,13015
0.8674,13016
0.9811,13017
0.9689,13018
0.872,13019
0.9713,13020
0.9852,13021
0.9773,13022
0.9903,13023
0.9878,13024
0.9843,13025
0.8911,13026
0.9891,13027
0.9862,13028
0.9898,13029
0.8884,13030
0.9772,13031
0.9779,13032
0.9883,13033
0.9787,13034
0.9891,13035
0.9761,13036
0.9788,13037
0.9831,13038
0.9816,13039
0.984,13040
0.8565,13041
0.9748,13042
0.9005,13043
0.9805,13044
0.986,13045
0.9054,13046
0.9841,13047
0.9886,13048
0.9479,13049
0.9745,13050
0.9236,13051
0.9836,13052
0.9407,13053
0.9817,13054
0.9892,13055
0.9808,13056
0.9882,13057
0.9851,13058
0.9774,13059
0.9791,13060
0.9822,13061
0.8446,13062
0.9833,13063
0.9736,13064
0.9178,13065
0.6712,13066
0.9852,13067
0.9349,13068
0.9861,13069
0.9886,13070
0.9824,13071
0.9547,13072
0.5437,13073
0.8819,13074
0.977,13075
0.9756,13076
0.9788,13077
0.9835,13078
0.6281,13079
0.9762,13080
0.99,13081
0.9867,13082
0.9848,13083
0.9797,13084
0.9827,13085
0.9771,13086
0.953,13087
0.9596,13088
0.9703,13089
0.8521,13090
0.9838,13091
0.9756,13092
0.9792,13093
0.9821,13094
0.9831,13095
0.9538,13096
0.9478,13097
0.9666,13098
0.98,13099
0.838,13100
0.9758,13101
0.9783,13102
0.9699,13103
0.9834,13104
0.8134,13105
0.9608,13106
0.9725,13107
0.8975,13108
0.9802,13109
0.9395,13110
0.5244,13111
0.5211,13112
0.9834,13113
0.9799,13114
0.9876,13115
0.9427,13116
0.9051,13117
0.7613,13118
0.982,13119
0.9822,13120
0.9869,13121
0.976,13122
0.9571,13123
0.9871,13124
0.9307,13125
0.8681,13126
0.9708,13127
0.9799,13128
0.984,13129
0.9856,13130
0.9621,13131
0.9299,13132
0.9705,13133
0.9821,13134
0.9765,13135
0.9756,13136
0.9837,13137
0.9778,13138
0.9854,13139
0.9879,13140
0.9785,13141
0.9788,13142
0.9738,13143
0.9896,13144
0.8202,13145
0.562,13146
0.975,13147
0.982,13148
0.9189,13149
0.9616,13150
0.8462,13151
0.9812,13152
0.9699,13153
0.9885,13154
0.9848,13155
0.9458,13156
0.9093,13157
0.982,13158
0.9876,13159
0.9749,13160
0.9455,13161
0.9791,13162
0.8924,13163
0.967,13164
0.9067,13165
0.9245,13166
0.8821,13167
0.9687,13168
0.988,13169
0.9827,13170
0.9903,13171
0.9848,13172
0.8814,13173
0.9894,13174
0.8874,13175
0.9876,13176
0.9301,13177
0.9896,13178
0.9846,13179
0.6092,13180
0.9887,13181
0.981,13182
0.9895,13183
0.9832,13184
0.9818,13185
0.9868,13186
0.9866,13187
0.9747,13188
0.9609,13189
0.5418,13190
0.8975,13191
0.9875,13192
0.983,13193
0.9856,13194
0.8124,13195
0.9847,13196
0.9868,13197
0.9875,13198
0.9008,13199
0.9802,13200
0.9836,13201
0.9714,13202
0.6648,13203
0.9373,13204
0.9802,13205
0.9836,13206
0.9831,13207
0.93,13208
0.9793,13209
0.989,13210
0.9867,13211
0.9832,13212
0.7263,13213
0.97,13214
0.9403,13215
0.9617,13216
0.9694,13217
0.9873,13218
0.9577,13219
0.9825,13220
0.9789,13221
0.9834,13222
0.9582,13223
0.9867,13224
0.981,13225
0.9403,13226
0.9651,13227
0.9849,13228
0.5699,13229
0.9744,13230
0.9294,13231
0.966,13232
0.9715,13233
0.9824,13234
0.9047,13235
0.8319,13236
0.9741,13237
0.9866,13238
0.6987,13239
0.9306,13240
0.8911,13241
0.9828,13242
0.9042,13243
0.9857,13244
0.9756,13245
0.923,13246
0.9824,13247
0.988,13248
0.8518,13249
0.9824,13250
0.9788,13251
0.9885,13252
0.9815,13253
0.9466,13254
0.9158,13255
0.9786,13256
0.9741,13257
0.9871,13258
0.9837,13259
0.9804,13260
0.9674,13261
0.9729,13262
0.9871,13263
0.9817,13264
0.9658,13265
0.9863,13266
0.9541,13267
0.9895,13268
0.9635,13269
0.9174,13270
0.978,13271
0.9719,13272
0.9896,13273
0.9893,13274
0.9881,13275
0.8572,13276
0.9789,13277
0.9035,13278
0.981,13279
0.9163,13280
0.8474,13281
0.9371,13282
0.9608,13283
0.979,13284
0.9403,13285
0.5013,13286
0.9889,13287
0.974,13288
0.9279,13289
0.9875,13290
0.9315,13291
0.9687,13292
0.9449,13293
0.9814,13294
0.9863,13295
0.8837,13296
0.9894,13297
0.9882,13298
0.985,13299
0.9797,13300
0.9882,13301
0.9851,13302
0.9536,13303
0.8103,13304
0.816,13305
0.9832,13306
0.9734,13307
0.9886,13308
0.8328,13309
0.8814,13310
0.9883,13311
0.977,13312
0.9817,13313
0.9839,13314
0.9772,13315
0.9892,13316
0.9617,13317
0.9107,13318
0.6228,13319
0.8944,13320
0.9895,13321
0.9887,13322
0.9803,13323
0.9615,13324
0.9857,13325
0.9881,13326
0.9406,13327
0.9793,13328
0.9857,13329
0.9232,13330
0.9848,13331
0.9838,13332
0.9806,13333
0.8935,13334
0.968,13335
0.9862,13336
0.9651,13337
0.9812,13338
0.9838,13339
0.9868,13340
0.9866,13341
0.9848,13342
0.9702,13343
0.9251,13344
0.9713,13345
0.9813,13346
0.9829,13347
0.9026,13348
0.921,13349
0.9718,13350
0.8768,13351
0.9289,13352
0.5668,13353
0.84,13354
0.9891,13355
0.694,13356
0.8494,13357
0.9884,13358
0.9896,13359
0.8765,13360
0.986,13361
0.9425,13362
0.988,13363
0.8574,13364
0.9681,13365
0.9808,13366
0.9826,13367
0.9868,13368
0.9862,13369
0.5931,13370
0.9884,13371
0.9773,13372
0.9509,13373
0.9619,13374
0.9702,13375
0.6575,13376
0.9841,13377
0.9632,13378
0.8922,13379
0.9783,13380
0.9719,13381
0.9801,13382
0.9815,13383
0.98,13384
0.9611,13385
0.949,13386
0.9786,13387
0.9848,13388
0.988,13389
0.8923,13390
0.9853,13391
0.9568,13392
0.9869,13393
0.8778,13394
0.9714,13395
0.9906,13396
0.9857,13397
0.8313,13398
0.973,13399
0.8952,13400
0.9828,13401
0.9406,13402
0.9817,13403
0.9303,13404
0.9586,13405
0.99,13406
0.846,13407
0.9521,13408
0.9877,13409
0.8061,13410
0.9874,13411
0.9648,13412
0.9862,13413
0.5067,13414
0.9536,13415
0.7113,13416
0.9421,13417
0.8624,13418
0.8869,13419
0.9459,13420
0.9673,13421
0.9014,13422
0.9807,13423
0.9723,13424
0.9793,13425
0.985,13426
0.5638,13427
0.9086,13428
0.8689,13429
0.8838,13430
0.9841,13431
0.9644,13432
0.9581,13433
0.9901,13434
0.7589,13435
0.9892,13436
0.9842,13437
0.9728,13438
0.9081,13439
0.9135,13440
0.9762,13441
0.9868,13442
0.9883,13443
0.9899,13444
0.9704,13445
0.983,13446
0.972,13447
0.8027,13448
0.978,13449
0.989,13450
0.9887,13451
0.9479,13452
0.9702,13453
0.967,13454
0.9796,13455
0.9607,13456
0.9868,13457
0.5278,13458
0.9785,13459
0.9053,13460
0.9867,13461
0.8602,13462
0.9815,13463
0.9443,13464
0.9844,13465
0.575,13466
0.9777,13467
0.8556,13468
0.9884,13469
0.9762,13470
0.6729,13471
0.6073,13472
0.9475,13473
0.9636,13474
0.9823,13475
0.9379,13476
0.8474,13477
0.9789,13478
0.9743,13479
0.9783,13480
0.8451,13481
0.9772,13482
0.9768,13483
0.9794,13484
0.981,13485
0.9821,13486
0.8581,13487
0.9755,13488
0.9282,13489
0.9848,13490
0.9715,13491
0.9376,13492
0.9835,13493
0.981,13494
0.8632,13495
0.9849,13496
0.9847,13497
0.9827,13498
0.9824,13499
0.9871,13500
0.9092,13501
0.9826,13502
0.9439,13503
0.9871,13504
0.9813,13505
0.6697,13506
0.9351,13507
0.9303,13508
0.85,13509
0.9828,13510
0.9821,13511
0.9901,13512
0.981,13513
0.9822,13514
0.9848,13515
0.9859,13516
0.9897,13517
0.7536,13518
0.9893,13519
0.9444,13520
0.9886,13521
0.9802,13522
0.9351,13523
0.9579,13524
0.9767,13525
0.7484,13526
0.9896,13527
0.9869,13528
0.9778,13529
0.9784,13530
0.9785,13531
0.9851,13532
0.9464,13533
0.9875,13534
0.9895,13535
0.9816,13536
0.9648,13537
0.9571,13538
0.9827,13539
0.9678,13540
0.9602,13541
0.8831,13542
0.9808,13543
0.968,13544
0.9837,13545
0.9537,13546
0.9871,13547
0.9844,13548
0.9684,13549
0.9859,13550
0.984,13551
0.9896,13552
0.991,13553
0.8789,13554
0.9162,13555
0.977,13556
0.9901,13557
0.9744,13558
0.5013,13559
0.9725,13560
0.9865,13561
0.9219,13562
0.9873,13563
0.9769,13564
0.9044,13565
0.9818,13566
0.9854,13567
0.9896,13568
0.9399,13569
0.9891,13570
0.9884,13571
0.9856,13572
0.9625,13573
0.8414,13574
0.9839,13575
0.8783,13576
0.9674,13577
0.9484,13578
0.9302,13579
0.9884,13580
0.9846,13581
0.9771,13582
0.9836,13583
0.9841,13584
0.9749,13585
0.9893,13586
0.9802,13587
0.9848,13588
0.8779,13589
0.9823,13590
0.9829,13591
0.9907,13592
0.9183,13593
0.9798,13594
0.625,13595
0.9811,13596
0.9689,13597
0.988,13598
0.9738,13599
0.9892,13600
0.9798,13601
0.7338,13602
0.9236,13603
0.9652,13604
0.9785,13605
0.9296,13606
0.9593,13607
0.9873,13608
0.8724,13609
0.8825,13610
0.8448,13611
0.986,13612
0.8427,13613
0.9152,13614
0.886,13615
0.981,13616
0.982,13617
0.9807,13618
0.8874,13619
0.9878,13620
0.9185,13621
0.7872,13622
0.9724,13623
0.9862,13624
0.9566,13625
0.9826,13626
0.9695,13627
0.8644,13628
0.9901,13629
0.9774,13630
0.988,13631
0.7683,13632
0.9726,13633
0.925,13634
0.9297,13635
0.9429,13636
0.5543,13637
0.9858,13638
0.9886,13639
0.9897,13640
0.9522,13641
0.8556,13642
0.9485,13643
0.9874,13644
0.9824,13645
0.9791,13646
0.9867,13647
0.982,13648
0.9793,13649
0.9817,13650
0.7332,13651
0.9815,13652
0.9777,13653
0.7967,13654
0.9865,13655
0.8518,13656
0.9797,13657
0.9721,13658
0.9505,13659
0.8923,13660
0.9772,13661
0.9102,13662
0.8381,13663
0.8767,13664
0.9448,13665
0.9794,13666
0.968,13667
0.9869,13668
0.9811,13669
0.9684,13670
0.8917,13671
0.9193,13672
0.9863,13673
0.9401,13674
0.9879,13675
0.9824,13676
0.8619,13677
0.9858,13678
0.9853,13679
0.9452,13680
0.9823,13681
0.8501,13682
0.9696,13683
0.9766,13684
0.9039,13685
0.9792,13686
0.9731,13687
0.978,13688
0.9153,13689
0.9895,13690
0.9876,13691
0.9811,13692
0.9814,13693
0.6127,13694
0.9868,13695
0.9891,13696
0.9572,13697
0.9873,13698
0.9832,13699
0.9342,13700
0.8945,13701
0.9879,13702
0.9853,13703
0.9887,13704
0.9858,13705
0.9634,13706
0.9554,13707
0.9866,13708
0.9861,13709
0.9813,13710
0.9901,13711
0.9893,13712
0.9828,13713
0.8414,13714
0.9753,13715
0.9636,13716
0.9848,13717
0.9744,13718
0.9797,13719
0.982,13720
0.869,13721
0.9816,13722
0.9874,13723
0.9512,13724
0.9737,13725
0.8725,13726
0.9822,13727
0.9642,13728
0.7381,13729
0.8478,13730
0.9895,13731
0.9472,13732
0.9833,13733
0.7984,13734
0.9886,13735
0.9898,13736
0.8838,13737
0.9333,13738
0.985,13739
0.9658,13740
0.98,13741
0.9835,13742
0.9409,13743
0.7744,13744
0.9805,13745
0.9876,13746
0.954,13747
0.9041,13748
0.9886,13749
0.9878,13750
0.7745,13751
0.9708,13752
0.9607,13753
0.8573,13754
0.9792,13755
0.9896,13756
0.9818,13757
0.9896,13758
0.9685,13759
0.856,13760
0.7309,13761
0.9753,13762
0.985,13763
0.9772,13764
0.9836,13765
0.9841,13766
0.9463,13767
0.9782,13768
0.8604,13769
0.9509,13770
0.8893,13771
0.9373,13772
0.8815,13773
0.9237,13774
0.9853,13775
0.939,13776
0.985,13777
0.9774,13778
0.9841,13779
0.9844,13780
0.9023,13781
0.6783,13782
0.9797,13783
0.697,13784
0.8945,13785
0.9846,13786
0.7057,13787
0.9674,13788
0.7232,13789
0.9803,13790
0.9668,13791
0.7132,13792
0.9887,13793
0.9768,13794
0.9801,13795
0.8937,13796
0.5861,13797
0.9152,13798
0.9832,13799
0.9748,13800
0.9693,13801
0.8951,13802
0.9837,13803
0.9882,13804
0.9762,13805
0.9893,13806
0.9853,13807
0.9878,13808
0.9627,13809
0.9576,13810
0.9871,13811
0.8429,13812
0.9795,13813
0.8115,13814
0.9484,13815
0.9881,13816
0.94,13817
0.919,13818
0.979,13819
0.9755,13820
0.9729,13821
0.9611,13822
0.9854,13823
0.978,13824
0.9406,13825
0.972,13826
0.6284,13827
0.9856,13828
0.7309,13829
0.9745,13830
0.7716,13831
0.7032,13832
0.9654,13833
0.9387,13834
0.9886,13835
0.9689,13836
0.986,13837
0.6732,13838
0.8695,13839
0.9903,13840
0.9808,13841
0.9554,13842
0.8561,13843
0.9804,13844
0.8878,13845
0.9883,13846
0.9773,13847
0.9705,13848
0.8531,13849
0.9397,13850
0.9858,13851
0.9686,13852
0.9783,13853
0.9892,13854
0.9896,13855
0.9399,13856
0.9494,13857
0.9412,13858
0.9358,13859
0.9897,13860
0.9301,13861
0.9874,13862
0.8932,13863
0.9562,13864
0.9876,13865
0.9882,13866
0.9763,13867
0.9528,13868
0.982,13869
0.9466,13870
0.9547,13871
0.986,13872
0.9742,13873
0.9863,13874
0.9221,13875
0.8549,13876
0.9878,13877
0.9878,13878
0.9867,13879
0.8777,13880
0.9641,13881
0.9844,13882
0.9474,13883
0.987,13884
0.9596,13885
0.8864,13886
0.9487,13887
0.9708,13888
0.8479,13889
0.9804,13890
0.9862,13891
0.9807,13892
0.9792,13893
0.5673,13894
0.9886,13895
0.9852,13896
0.9655,13897
0.9875,13898
0.9273,13899
0.9229,13900
0.98,13901
0.9774,13902
0.986,13903
0.9847,13904
0.979,13905
0.9834,13906
0.9901,13907
0.9869,13908
0.9793,13909
0.9686,13910
0.9631,13911
0.9793,13912
0.9306,13913
0.9347,13914
0.9429,13915
0.9579,13916
0.8225,13917
0.9854,13918
0.9055,13919
0.9879,13920
0.9868,13921
0.9814,13922
0.9881,13923
0.9893,13924
0.877,13925
0.9111,13926
0.9899,13927
0.9857,13928
0.8934,13929
0.9651,13930
0.9487,13931
0.9887,13932
0.8682,13933
0.953,13934
0.84,13935
0.9676,13936
0.977,13937
0.9847,13938
0.9727,13939
0.9894,13940
0.9832,13941
0.9446,13942
0.9086,13943
0.9553,13944
0.9859,13945
0.9838,13946
0.9595,13947
0.9887,13948
0.947,13949
0.9269,13950
0.9808,13951
0.9409,13952
0.9468,13953
0.9793,13954
0.9867,13955
0.9786,13956
0.9626,13957
0.7699,13958
0.7635,13959
0.6623,13960
0.961,13961
0.9795,13962
0.9784,13963
0.9748,13964
0.9818,13965
0.9729,13966
0.8122,13967
0.9505,13968
0.9848,13969
0.9584,13970
0.9882,13971
0.9887,13972
0.8416,13973
0.9896,13974
0.9642,13975
0.9825,13976
0.6111,13977
0.6729,13978
0.8171,13979
0.9644,13980
0.979,13981
0.9885,13982
0.9747,13983
0.9824,13984
0.9892,13985
0.984,13986
0.9842,13987
0.7781,13988
0.86,13989
0.9651,13990
0.8861,13991
0.9783,13992
0.986,13993
0.9872,13994
0.9339,13995
0.9814,13996
0.9671,13997
0.9822,13998
0.9831,13999
0.8454,14000
0.946,14001
0.9821,14002
0.9829,14003
0.9816,14004
0.9848,14005
0.9871,14006
0.8501,14007
0.9491,14008
0.8599,14009
0.9259,14010
